Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Bruto;Valor m2;Valor Bruto m2;Tipo Agregado
Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;5003.0;19.34;258.69;Apartamento
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;2458.0;21.43;114.7;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;16580.0;21.56;769.02;Casa
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0;1032.0;14.29;72.22;Apartamento
Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0;1015.0;15.0;67.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0;2359.0;22.67;104.06;Apartamento
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;3983.0;35.8;111.26;Apartamento
Casa;Bonsucesso;2;0;0;51;1000.0;0.0;0.0;1000.0;19.61;50.99;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;23600.0;20.0;1180.0;Casa
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;1245.0;10.0;124.5;Apartamento
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0;3100.0;13.71;226.11;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;7649.0;13.95;548.32;Apartamento
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;69.33;83.6;Apartamento
Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;17854.0;32.5;549.35;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;2650.0;11.9;222.69;Apartamento
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;3110.0;32.86;94.64;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;3398.0;20.21;168.13;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;7762.0;26.04;298.08;Apartamento
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;2294.0;37.21;61.65;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;2980.0;31.43;94.81;Apartamento
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0;1720.0;16.44;104.62;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0;4420.0;25.0;176.8;Apartamento
Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;6750.0;16.67;404.92;Casa
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;1062.0;12.5;84.96;Apartamento
Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;3280.0;62.22;52.72;Apartamento
Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;3635.0;22.73;159.92;Apartamento
Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0;46800.0;85.45;547.69;Apartamento
Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;4650.0;31.76;146.41;Apartamento
Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0;9380.0;45.71;205.21;Apartamento
Casa;Engenho Novo;2;0;0;70;1100.0;0.0;0.0;1100.0;15.71;70.02;Casa
Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0;1640.0;16.18;101.36;Apartamento
Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0;3020.0;39.06;77.32;Apartamento
Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;2967.0;67.57;43.91;Apartamento
Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;12700.0;41.67;304.78;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0;7022.0;31.91;220.06;Casa
Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;14621.0;91.24;160.25;Apartamento
Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;6850.0;23.58;290.5;Apartamento
Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0;1355.0;16.92;80.08;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;4500.0;28.57;157.51;Apartamento
Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0;1650.0;15.71;105.03;Apartamento
Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;43774.0;38.33;1142.03;Apartamento
Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;6995.0;46.3;151.08;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;3775.0;27.06;139.5;Apartamento
Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;2155.0;35.56;60.6;Apartamento
Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0;1700.0;73.33;23.18;Apartamento
Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;8542.0;43.75;195.25;Apartamento
Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0;750.0;15.62;48.02;Casa
Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;6300.0;38.46;163.81;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;3020.0;21.0;143.81;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;7018.0;30.56;229.65;Apartamento
Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;3457.0;31.25;110.62;Apartamento
Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;6933.0;16.35;424.04;Casa
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;2462.0;22.35;110.16;Apartamento
Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0;10591.0;88.79;119.28;Casa
Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;14500.0;52.63;275.51;Apartamento
Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;3021.0;52.38;57.67;Apartamento
Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;1638.0;16.13;101.55;Apartamento
Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;2368.0;78.0;30.36;Apartamento
Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;16600.0;51.92;319.72;Apartamento
Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0;12653.0;32.7;386.94;Casa
Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;1836.0;21.54;85.24;Apartamento
Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;14342.0;61.11;234.69;Apartamento
Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;2515.0;41.86;60.08;Apartamento
Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;5220.0;27.5;189.82;Apartamento
Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;3730.0;49.12;75.94;Apartamento
Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;2750.0;18.37;149.7;Apartamento
Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;7400.0;35.29;209.69;Apartamento
Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;22434.0;74.88;299.6;Apartamento
Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;44751.0;73.36;610.02;Apartamento
Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;3323.0;48.0;69.23;Apartamento
Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;2155.0;48.57;44.37;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;3512.0;16.67;210.68;Apartamento
Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;3540.0;41.54;85.22;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;6580.0;15.0;438.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;2561.0;16.52;155.02;Apartamento
Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0;2100.0;20.0;105.0;Casa
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;2373.0;13.64;173.97;Apartamento
Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0;19800.0;36.0;550.0;Casa
Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;18150.0;42.76;424.46;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;9870.0;30.36;325.1;Casa
Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;3975.0;26.14;152.07;Apartamento
Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;10600.0;49.66;213.45;Apartamento
Casa;Catete;10;0;10;300;15000.0;0.0;220.0;15220.0;50.0;304.4;Casa
Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0;3570.0;52.83;67.58;Apartamento
Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;6916.0;43.1;160.46;Apartamento
Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;2984.0;17.24;173.09;Apartamento
Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;1950.0;14.63;133.29;Apartamento
Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;1200.0;32.69;36.71;Apartamento
Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;6933.0;36.92;187.78;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;2295.0;18.89;121.49;Apartamento
Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;2684.0;29.41;91.26;Apartamento
Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;3548.0;46.67;76.02;Apartamento
Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;1700.0;20.75;81.93;Apartamento
Apartamento;Penha;2;0;0;64;950.0;180.0;0.0;1130.0;14.84;76.15;Apartamento
Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;7900.0;49.23;160.47;Apartamento
Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;5000.0;38.89;128.57;Apartamento
Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;12155.0;42.5;286.0;Apartamento
Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;2838.0;23.81;119.19;Apartamento
Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0;485.0;24.25;20.0;Apartamento
Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;1860.0;49.67;37.45;Apartamento
Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;25000.0;20.83;1200.19;Casa
Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0;2300.0;21.52;106.88;Apartamento
Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;4590.0;20.0;229.5;Apartamento
Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;8198.0;35.26;232.5;Apartamento
Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;2195.0;38.16;57.52;Apartamento
Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;3435.0;19.13;179.56;Apartamento
Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;1980.0;36.73;53.91;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;3350.0;23.75;141.05;Apartamento
Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;4997.0;31.67;157.78;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;2601.0;25.71;101.17;Apartamento
Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0;3190.0;28.57;111.66;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;4190.0;46.29;90.52;Apartamento
Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0;4180.0;35.56;117.55;Apartamento
Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0;4220.0;33.33;126.61;Apartamento
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;5008.0;38.75;129.24;Apartamento
Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;0.0;3621.0;35.14;103.04;Apartamento
Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;3916.0;38.67;101.27;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;12823.0;38.0;337.45;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;2478.0;20.0;123.9;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;4794.0;15.21;315.19;Apartamento
Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;15337.0;48.0;319.52;Apartamento
Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0;1530.0;15.0;102.0;Casa
Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;6835.0;33.57;203.6;Apartamento
Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;11400.0;28.85;395.15;Apartamento
Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;2895.0;24.71;117.16;Apartamento
Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;2570.0;27.54;93.32;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1050.0;580.0;36.0;1666.0;21.43;77.74;Apartamento
Apartamento;Andaraí;2;1;0;56;1900.0;607.0;89.0;2596.0;33.93;76.51;Apartamento
Casa;Vargem Grande;2;1;0;70;1900.0;580.0;25.0;2505.0;27.14;92.3;Casa
Apartamento;Ipanema;4;3;4;480;39000.0;9400.0;0.0;48400.0;81.25;595.69;Apartamento
Apartamento;Barra da Tijuca;4;3;3;180;7000.0;1935.0;449.0;9384.0;38.89;241.3;Apartamento
Apartamento;Copacabana;2;0;0;81;3000.0;770.0;159.0;3929.0;37.04;106.07;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2400.0;1313.0;0.0;3713.0;27.27;136.16;Apartamento
Apartamento;Vargem Pequena;2;1;1;80;1100.0;650.0;0.0;1750.0;13.75;127.27;Apartamento
Casa de Condomínio;Tanque;2;0;1;100;1500.0;160.0;80.0;1740.0;15.0;116.0;Casa
Apartamento;Ipanema;3;3;3;169;9000.0;2300.0;886.0;12186.0;53.25;228.85;Apartamento
Apartamento;Flamengo;4;2;2;423;12000.0;3795.0;1253.0;17048.0;28.37;600.92;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;67;900.0;320.0;0.0;1220.0;13.43;90.84;Apartamento
Apartamento;Leblon;3;1;0;74;3300.0;700.0;83.0;4083.0;44.59;91.57;Apartamento
Apartamento;Copacabana;2;0;0;110;2800.0;800.0;120.0;3720.0;25.45;146.17;Apartamento
Apartamento;Leme;1;0;0;31;1140.0;420.0;24.0;1584.0;36.77;43.08;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1500.0;720.0;199.0;2419.0;16.67;145.11;Apartamento
Casa;Santa Teresa;5;3;0;260;7000.0;0.0;163.0;7163.0;26.92;266.08;Casa
Apartamento;Barra da Tijuca;2;1;0;70;2400.0;1800.0;150.0;4350.0;34.29;126.86;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;4;198;4500.0;1160.0;3012.0;8672.0;22.73;381.52;Casa
Apartamento;Inhaúma;3;1;0;60;750.0;236.0;0.0;986.0;12.5;78.88;Apartamento
Apartamento;Glória;1;0;0;48;1400.0;480.0;20.0;1900.0;29.17;65.14;Apartamento
Apartamento;Copacabana;5;1;1;400;8500.0;2160.0;365.0;11025.0;21.25;518.82;Apartamento
Apartamento;Ipanema;2;1;0;45;3000.0;575.0;25.0;3600.0;66.67;54.0;Apartamento
Apartamento;Pechincha;2;1;0;65;950.0;640.0;126.0;1716.0;14.62;117.37;Apartamento
Apartamento;Leblon;2;0;0;100;3800.0;900.0;195.0;4895.0;38.0;128.82;Apartamento
Apartamento;Grajaú;3;2;1;90;2950.0;700.0;100.0;3750.0;32.78;114.4;Apartamento
Apartamento;Marechal Hermes;2;1;0;70;850.0;200.0;0.0;1050.0;12.14;86.49;Apartamento
Apartamento;Grajaú;1;0;0;30;800.0;283.0;187.0;1270.0;26.67;47.62;Apartamento
Apartamento;Praça Seca;2;1;1;63;1100.0;361.0;0.0;1461.0;17.46;83.68;Apartamento
Apartamento;Barra da Tijuca;3;2;2;480;15000.0;2750.0;650.0;18400.0;31.25;588.8;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;72;1580.0;900.0;140.0;2620.0;21.94;119.42;Apartamento
Apartamento;Laranjeiras;2;0;0;51;1900.0;450.0;25.0;2375.0;37.25;63.76;Apartamento
Apartamento;Botafogo;1;0;0;17;1100.0;330.0;15.0;1445.0;64.71;22.33;Apartamento
Apartamento;Botafogo;3;0;0;100;6050.0;1155.0;234.0;7439.0;60.5;122.96;Apartamento
Apartamento;Lagoa;2;1;1;90;2700.0;1350.0;250.0;4300.0;30.0;143.33;Apartamento
Apartamento;Lagoa;3;3;3;230;6000.0;4600.0;990.0;11590.0;26.09;444.23;Apartamento
Apartamento;Pechincha;2;1;1;62;1700.0;500.0;67.0;2267.0;27.42;82.68;Apartamento
Apartamento;Leblon;2;2;1;113;3500.0;1365.0;387.0;5252.0;30.97;169.58;Apartamento
Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0;2208.0;34.69;63.65;Apartamento
Apartamento;Méier;1;0;0;53;900.0;484.0;37.0;1421.0;16.98;83.69;Apartamento
Apartamento;Vila Isabel;2;1;0;63;1300.0;500.0;0.0;1800.0;20.63;87.25;Apartamento
Casa;Vila da Penha;1;0;0;40;850.0;0.0;0.0;850.0;21.25;40.0;Casa
Quitinete;Copacabana;1;0;0;30;2600.0;500.0;0.0;3100.0;86.67;35.77;Apartamento
Quitinete;Copacabana;1;0;0;30;3200.0;400.0;50.0;3650.0;106.67;34.22;Apartamento
Quitinete;Centro;1;0;1;15;750.0;0.0;0.0;750.0;50.0;15.0;Apartamento
Apartamento;Lagoa;3;3;1;250;11000.0;3500.0;889.0;15389.0;44.0;349.75;Apartamento
Apartamento;Humaitá;3;1;0;95;2300.0;1300.0;120.0;3720.0;24.21;153.66;Apartamento
Apartamento;Flamengo;1;0;0;37;2300.0;485.0;56.0;2841.0;62.16;45.7;Apartamento
Apartamento;Curicica;1;1;0;45;700.0;356.0;126.0;1182.0;15.56;75.96;Apartamento
Apartamento;Barra da Tijuca;2;1;0;90;2000.0;980.0;1600.0;4580.0;22.22;206.12;Apartamento
Apartamento;Barra da Tijuca;1;1;1;80;1700.0;980.0;250.0;2930.0;21.25;137.88;Apartamento
Casa;Vaz Lobo;1;0;0;35;400.0;0.0;0.0;400.0;11.43;35.0;Casa
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1000.0;70.0;3270.0;31.43;104.04;Apartamento
Apartamento;Barra da Tijuca;4;3;1;190;5500.0;1600.0;435.0;7535.0;28.95;260.28;Apartamento
Apartamento;Copacabana;3;1;0;140;3500.0;1250.0;0.0;4750.0;25.0;190.0;Apartamento
Apartamento;Tijuca;1;1;1;87;1400.0;1057.0;162.0;2619.0;16.09;162.77;Apartamento
Apartamento;Barra da Tijuca;4;3;2;210;5300.0;2080.0;500.0;7880.0;25.24;312.2;Apartamento
Casa de Condomínio;Santíssimo;2;1;0;70;800.0;200.0;0.0;1000.0;11.43;87.49;Casa
Apartamento;Méier;1;0;0;50;1000.0;390.0;16.0;1406.0;20.0;70.3;Apartamento
Apartamento;Flamengo;4;1;0;240;6000.0;2050.0;701.0;8751.0;25.0;350.04;Apartamento
Apartamento;Leblon;4;3;4;300;30000.0;4273.0;1557.0;35830.0;100.0;358.3;Apartamento
Apartamento;Ipanema;3;1;1;140;7200.0;2900.0;500.0;10600.0;51.43;206.11;Apartamento
Casa de Condomínio;Jardim Botânico;4;4;1;380;12000.0;870.0;1290.0;14160.0;31.58;448.39;Casa
Apartamento;Jardim Botânico;2;1;1;86;4100.0;830.0;257.0;5187.0;47.67;108.81;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;203;6000.0;1200.0;420.0;7620.0;29.56;257.78;Apartamento
Apartamento;Leblon;3;1;0;110;6200.0;885.0;0.0;7085.0;56.36;125.71;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;3;280;11000.0;1200.0;1100.0;13300.0;39.29;338.51;Casa
Apartamento;Tijuca;2;1;0;60;1800.0;420.0;0.0;2220.0;30.0;74.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;140;4500.0;910.0;420.0;5830.0;32.14;181.39;Apartamento
Apartamento;Andaraí;1;0;1;30;1100.0;580.0;0.0;1680.0;36.67;45.81;Apartamento
Apartamento;Pechincha;2;1;0;52;700.0;420.0;35.0;1155.0;13.46;85.81;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2300.0;1220.0;134.0;3654.0;30.67;119.14;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;390.0;36.0;1426.0;18.18;78.44;Apartamento
Apartamento;Água Santa;2;1;0;70;800.0;250.0;14.0;1064.0;11.43;93.09;Apartamento
Apartamento;Lagoa;2;1;0;77;2700.0;1050.0;302.0;4052.0;35.06;115.57;Apartamento
Apartamento;Copacabana;3;1;1;194;7500.0;1710.0;4641.0;13851.0;38.66;358.28;Apartamento
Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0;10665.0;38.46;277.3;Apartamento
Quitinete;Copacabana;1;0;0;25;1200.0;318.0;0.0;1518.0;48.0;31.62;Apartamento
Apartamento;Gávea;3;1;2;220;7000.0;3200.0;450.0;10650.0;31.82;334.7;Apartamento
Apartamento;Barra da Tijuca;3;2;1;204;4600.0;2321.0;489.0;7410.0;22.55;328.6;Apartamento
Apartamento;Barra da Tijuca;3;1;3;80;2800.0;1300.0;0.0;4100.0;35.0;117.14;Apartamento
Apartamento;Leblon;4;2;2;205;15000.0;6000.0;772.0;21772.0;73.17;297.55;Apartamento
Apartamento;Barra da Tijuca;3;2;1;165;6500.0;1503.0;330.0;8333.0;39.39;211.55;Apartamento
Apartamento;Leblon;3;2;1;140;4500.0;2552.0;595.0;7647.0;32.14;237.93;Apartamento
Apartamento;Laranjeiras;3;1;1;150;3200.0;1504.0;301.0;5005.0;21.33;234.65;Apartamento
Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0;1539.0;25.53;60.28;Apartamento
Apartamento;Tijuca;2;1;0;70;1850.0;748.0;48.0;2646.0;26.43;100.11;Apartamento
Apartamento;Leblon;2;1;1;82;5900.0;1128.0;300.0;7328.0;71.95;101.85;Apartamento
Apartamento;Grajaú;2;0;0;70;1300.0;447.0;0.0;1747.0;18.57;94.08;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;830.0;0.0;2730.0;11.88;229.8;Apartamento
Apartamento;Barra da Tijuca;4;4;4;330;20000.0;1800.0;10500.0;32300.0;60.61;532.92;Apartamento
Casa;Itanhangá;3;2;1;321;9000.0;1400.0;0.0;10400.0;28.04;370.9;Casa
Casa;Taquara;3;1;0;100;2100.0;250.0;0.0;2350.0;21.0;111.9;Casa
Apartamento;Barra da Tijuca;3;2;1;140;4900.0;1600.0;3580.0;10080.0;35.0;288.0;Apartamento
Apartamento;Flamengo;2;1;1;60;3400.0;978.0;130.0;4508.0;56.67;79.55;Apartamento
Apartamento;Itanhangá;2;1;1;58;900.0;500.0;212.0;1612.0;15.52;103.87;Apartamento
Apartamento;Tijuca;3;1;1;106;2050.0;872.0;1008.0;3930.0;19.34;203.21;Apartamento
Apartamento;Leme;1;0;0;55;2000.0;585.0;79.0;2664.0;36.36;73.27;Apartamento
Casa;Campo Grande;2;1;0;100;1300.0;0.0;0.0;1300.0;13.0;100.0;Casa
Apartamento;Ipanema;3;3;3;310;16000.0;3000.0;1100.0;20100.0;51.61;389.46;Apartamento
Apartamento;Vila Isabel;2;1;1;79;1300.0;950.0;30.0;2280.0;16.46;138.52;Apartamento
Apartamento;Barra da Tijuca;2;1;1;102;2500.0;1478.0;255.0;4233.0;24.51;172.71;Apartamento
Apartamento;Copacabana;3;1;1;160;4000.0;1617.0;300.0;5917.0;25.0;236.68;Apartamento
Quitinete;Copacabana;1;0;0;38;1800.0;500.0;100.0;2400.0;47.37;50.66;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;650.0;54.0;1904.0;40.0;47.6;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;80;900.0;170.0;0.0;1070.0;11.25;95.11;Apartamento
Apartamento;Ipanema;3;1;0;80;4000.0;1200.0;251.0;5451.0;50.0;109.02;Apartamento
Apartamento;Leblon;4;2;2;300;28000.0;3480.0;0.0;31480.0;93.33;337.3;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;2000.0;580.0;80.0;2660.0;25.97;102.43;Apartamento
Apartamento;Jardim Botânico;3;2;2;145;4680.0;1296.0;317.0;6293.0;32.28;194.95;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;185;2500.0;1355.0;2917.0;6772.0;13.51;501.26;Apartamento
Apartamento;Barra da Tijuca;1;1;1;68;2800.0;1250.0;219.0;4269.0;41.18;103.67;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;196.0;5326.0;42.17;126.3;Apartamento
Apartamento;Leblon;3;2;1;180;9500.0;2804.0;950.0;13254.0;52.78;251.12;Apartamento
Apartamento;Copacabana;2;1;1;110;4000.0;1010.0;252.0;5262.0;36.36;144.72;Apartamento
Apartamento;Botafogo;3;0;0;123;3200.0;421.0;182.0;3803.0;26.02;146.16;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;180;1300.0;1635.0;320.0;3255.0;7.22;450.83;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0;4440.0;23.33;190.31;Apartamento
Apartamento;Leblon;2;3;1;168;9000.0;2124.0;563.0;11687.0;53.57;218.16;Apartamento
Casa de Condomínio;Campo Grande;2;2;0;100;1200.0;40.0;1.0;1241.0;12.0;103.42;Casa
Apartamento;Barra da Tijuca;1;0;0;71;2100.0;1200.0;220.0;3520.0;29.58;119.0;Apartamento
Apartamento;Tijuca;2;1;1;81;2350.0;849.0;80.0;3279.0;29.01;113.03;Apartamento
Apartamento;Jacarepaguá;2;1;1;67;2000.0;636.0;75.0;2711.0;29.85;90.82;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;200;3900.0;800.0;310.0;5010.0;19.5;256.92;Apartamento
Apartamento;São Francisco Xavier;3;1;0;90;1900.0;210.0;160.0;2270.0;21.11;107.53;Apartamento
Apartamento;Lagoa;2;1;1;56;3500.0;1490.0;323.0;5313.0;62.5;85.01;Apartamento
Apartamento;Leblon;4;2;1;200;11500.0;3055.0;500.0;15055.0;57.5;261.83;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1800.0;680.0;100.0;2580.0;27.69;93.17;Apartamento
Casa;Barra da Tijuca;6;4;6;540;25000.0;2333.0;2900.0;30233.0;46.3;652.98;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;737.0;142.0;2379.0;21.43;111.01;Apartamento
Apartamento;Tijuca;3;0;0;98;1700.0;390.0;93.0;2183.0;17.35;125.82;Apartamento
